"FOLIO","VIV_SEL","HOGAR","EST_DIS","UPM_DIS","P2_8","FAC_HOG","TLOC","REGION","P0_1","P0_2","P0_3","P0_4_1","P0_4_2","P1_1","P1_2"
7749,5,1,132,1222,0,2694,1,2,3,3,3,1,1,1,1
7750,1,1,132,1223,1,2653,1,2,3,4,3,1,1,4,1
7751,2,1,132,1223,0,2653,1,2,1,3,3,1,1,2,1
7752,3,1,132,1223,3,2653,1,2,3,7,2,1,1,5,1
7753,4,1,132,1223,2,2653,1,2,2,3,2,2,1,3,1
7754,5,1,132,1223,3,2653,1,2,3,4,3,1,1,4,1
7755,1,1,132,1224,2,3048,1,2,2,5,2,1,1,4,1
7756,2,1,132,1224,0,3048,1,2,2,5,2,1,1,1,1
7757,4,1,132,1224,1,3048,1,2,2,5,1,2,1,2,1
7758,5,1,132,1224,0,3048,1,2,1,7,2,2,1,1,1
7759,2,1,130,1225,1,2117,1,2,2,3,1,2,2,1,1
7760,3,1,130,1225,3,2117,1,2,2,3,1,2,1,10,1
7761,4,1,130,1225,1,2117,1,2,2,6,2,2,1,3,1
7762,5,1,130,1225,1,2117,1,2,2,5,1,2,1,1,1
7763,1,1,131,1226,2,2180,1,2,3,5,2,2,1,4,1
7764,2,1,131,1226,2,2180,1,2,4,7,2,2,1,6,2
7764,2,2,131,1226,1,2180,1,2,4,7,2,2,1,6,2
7765,4,1,131,1226,1,2180,1,2,2,5,1,1,1,2,1
7766,5,1,131,1226,2,2180,1,2,3,5,1,1,1,6,1
7767,1,1,131,1227,0,2332,1,2,2,5,1,1,1,1,1
7768,2,1,131,1227,2,2332,1,2,2,4,1,1,1,3,1
7769,3,1,131,1227,1,2332,1,2,2,4,1,1,1,3,1
7770,4,1,131,1227,2,2332,1,2,3,4,2,2,1,6,1
7771,2,1,131,1228,2,2400,1,2,3,5,1,2,1,3,1
7772,3,1,131,1228,0,2400,1,2,1,4,2,2,1,1,1
7773,4,1,131,1228,1,2400,1,2,2,3,1,2,1,2,1
7774,5,1,131,1228,0,2400,1,2,1,4,2,2,1,1,1
7775,1,1,130,1229,1,1996,1,2,3,6,1,2,1,3,1
7776,2,1,130,1229,2,1996,1,2,3,5,2,2,2,7,1
7777,3,1,130,1229,0,1996,1,2,3,3,1,2,2,1,1
7778,4,1,130,1229,2,1996,1,2,2,3,1,2,1,4,1
7779,5,1,130,1229,1,1996,1,2,1,1,1,2,2,3,1
7780,1,1,132,1230,2,2782,1,2,4,8,4,1,1,3,1
7781,2,1,132,1230,1,2782,1,2,2,6,4,1,1,4,1
7782,4,1,132,1230,1,2782,1,2,3,6,2,1,1,2,1
7783,5,1,132,1230,5,2782,1,2,4,8,3,1,1,6,1
7784,1,1,131,1231,2,2279,1,2,3,5,2,2,1,5,1
7785,2,1,131,1231,1,2279,1,2,2,4,1,1,1,5,1
7786,4,1,131,1231,2,2279,1,2,2,5,2,1,1,3,1
7787,5,1,131,1231,1,2279,1,2,4,10,2,1,1,4,1
7788,1,1,130,1232,1,2427,1,2,1,1,1,2,2,1,1
7789,2,1,130,1232,1,2427,1,2,2,3,1,2,1,4,1
7790,3,1,130,1232,3,2427,1,2,3,5,1,2,1,6,1
7791,4,1,130,1232,2,2427,1,2,4,6,2,1,1,4,1
7792,5,1,130,1232,1,2427,1,2,3,5,1,2,1,5,1
7793,1,1,130,1233,2,1929,1,2,3,4,1,2,1,4,1
7794,2,1,130,1233,2,1929,1,2,1,3,1,2,1,5,1
7795,3,1,130,1233,2,1929,1,2,1,3,1,1,1,3,1
7796,4,1,130,1233,1,1929,1,2,1,4,1,2,2,1,1
7797,5,1,130,1233,1,1929,1,2,2,3,1,2,1,3,1
7798,1,1,130,1234,2,2134,1,2,2,5,2,1,1,4,1
7799,2,1,130,1234,1,2134,1,2,2,6,1,1,1,5,1
7800,3,1,130,1234,2,2134,1,2,1,2,1,2,1,2,1
7801,4,1,130,1234,3,2134,1,2,3,4,1,2,1,5,1
7802,5,1,130,1234,1,2134,1,2,1,1,1,2,2,5,1
7803,1,1,130,1235,3,2655,1,2,2,3,1,1,1,5,1
7804,2,1,130,1235,1,2655,1,2,2,4,1,2,2,1,1
7805,3,1,130,1235,2,2655,1,2,3,6,1,1,1,4,1
7806,4,1,130,1235,2,2655,1,2,1,2,1,2,1,2,1
7807,5,1,130,1235,1,2655,1,2,1,2,1,2,2,2,1
7808,1,1,130,1236,1,2434,1,2,3,5,1,2,1,4,1
7809,2,1,130,1236,1,2434,1,2,1,3,1,1,1,2,1
7810,3,1,130,1236,2,2434,1,2,2,3,1,2,1,2,1
7811,4,1,130,1236,2,2434,1,2,2,5,2,1,1,6,1
7812,5,1,130,1236,3,2434,1,2,2,5,1,2,1,3,1
7813,1,1,130,1237,2,2189,1,2,3,4,1,2,1,5,1
7814,2,1,130,1237,1,2189,1,2,1,3,1,1,1,2,1
7815,3,1,130,1237,3,2189,1,2,3,9,1,2,1,5,1
7816,4,1,130,1237,2,2189,1,2,2,3,1,2,1,3,1
7817,5,1,130,1237,2,2189,1,2,2,4,1,2,2,5,1
7818,1,1,132,1238,2,4058,1,2,3,7,2,1,1,5,1
7819,2,1,132,1238,2,4058,1,2,3,7,3,1,1,4,1
7820,3,1,132,1238,2,4058,1,2,3,7,2,1,1,4,1
7821,4,1,132,1238,3,4058,1,2,2,7,2,1,1,4,1
7822,5,1,132,1238,2,4058,1,2,3,6,2,1,1,4,1
7823,1,1,132,1239,0,2900,1,2,3,6,2,2,2,2,1
7824,3,1,132,1239,2,2900,1,2,3,6,1,1,1,5,1
7825,4,1,132,1239,0,2900,1,2,5,7,3,1,1,1,1
7826,5,1,132,1239,1,2900,1,2,3,5,1,1,1,1,1
7827,1,1,132,1240,2,2610,1,2,3,6,3,1,1,3,1
7828,2,1,132,1240,2,2610,1,2,4,5,3,1,1,5,1
7829,3,1,132,1240,1,2610,1,2,2,5,4,1,1,3,1
7830,4,1,132,1240,3,2610,1,2,3,4,3,1,1,5,1
7831,1,1,132,1241,2,2814,1,2,2,4,1,2,1,2,1
7832,2,1,132,1241,2,2814,1,2,2,5,2,1,1,2,1
7833,3,1,132,1241,2,2814,1,2,2,4,2,1,1,4,1
7834,4,1,132,1241,1,2814,1,2,3,4,1,2,1,1,1
7835,5,1,132,1241,2,2814,1,2,3,5,2,1,1,7,1
7836,1,1,131,1242,2,2202,1,2,3,5,1,1,1,4,1
7837,2,1,131,1242,2,2202,1,2,2,2,1,2,1,4,1
7838,3,1,131,1242,1,2202,1,2,2,2,1,1,1,5,2
7838,3,2,131,1242,1,2202,1,2,2,2,1,1,1,5,2
7839,4,1,131,1242,1,2202,1,2,2,3,1,2,1,5,1
7840,5,1,131,1242,2,2202,1,2,2,4,1,1,2,3,1
7841,1,1,130,1243,2,2438,1,2,3,4,2,1,1,4,1
7842,2,1,130,1243,0,2438,1,2,2,4,1,2,1,1,1
7843,3,1,130,1243,1,2438,1,2,2,4,1,2,2,2,1
7844,4,1,130,1243,1,2438,1,2,2,3,2,2,1,3,1
7845,5,1,130,1243,1,2438,1,2,2,3,1,2,2,4,1
7846,2,1,130,1244,1,2407,1,2,3,4,1,1,1,7,1
7847,3,1,130,1244,2,2407,1,2,2,3,1,2,1,3,1
7848,4,1,130,1244,4,2407,1,2,4,5,1,2,2,6,1
7849,5,1,130,1244,2,2407,1,2,1,3,1,1,2,3,1
7850,1,1,132,1245,2,2339,1,2,2,8,2,1,1,2,1
7851,2,1,132,1245,2,2339,1,2,2,3,1,2,2,3,1
7852,3,1,132,1245,1,2339,1,2,1,5,2,2,1,1,1
7853,4,1,132,1245,3,2339,1,2,3,5,3,1,1,4,1
7854,5,1,132,1245,2,2339,1,2,2,5,2,1,1,3,1
7855,1,1,131,1246,0,2491,1,2,2,4,1,2,2,3,1
7856,2,1,131,1246,3,2491,1,2,3,6,1,1,1,4,1
7857,3,1,131,1246,0,2491,1,2,2,4,1,2,1,2,1
7858,4,1,131,1246,1,2491,1,2,2,4,1,2,1,3,1
7859,5,1,131,1246,1,2491,1,2,4,7,1,1,1,6,2
7859,5,2,131,1246,1,2491,1,2,4,7,1,1,1,6,2
7860,1,1,131,1247,1,2446,1,2,4,7,3,1,1,2,2
7860,1,2,131,1247,1,2446,1,2,4,7,3,1,1,2,2
7861,2,1,131,1247,0,2446,1,2,3,4,2,2,1,3,1
7862,3,1,131,1247,0,2446,1,2,3,6,2,2,1,2,1
7863,1,1,131,1248,1,2285,1,2,4,7,2,1,1,6,1
7864,2,1,131,1248,3,2285,1,2,3,5,1,2,1,6,1
7865,3,1,131,1248,1,2285,1,2,3,5,1,1,1,2,1
7866,4,1,131,1248,0,2285,1,2,2,3,1,2,2,1,1
7867,5,1,131,1248,5,2285,1,2,3,6,1,1,1,6,1
7868,2,1,131,1249,2,2206,1,2,3,5,1,1,1,5,1
7869,3,1,131,1249,2,2206,1,2,2,4,1,1,1,4,1
7870,4,1,131,1249,4,2206,1,2,4,8,2,1,1,5,1
7871,5,1,131,1249,1,2206,1,2,2,3,1,2,1,2,1
7872,1,1,131,1250,3,2438,1,2,3,4,1,2,1,6,1
7873,2,1,131,1250,4,2438,1,2,2,5,1,2,1,4,1
7874,3,1,131,1250,1,2438,1,2,3,4,2,1,1,1,1
7875,4,1,131,1250,1,2438,1,2,2,3,1,2,1,4,1
7876,5,1,131,1250,3,2438,1,2,2,3,1,1,1,4,1
7877,1,1,132,1251,2,2422,1,2,2,5,2,1,1,3,1
7878,2,1,132,1251,1,2422,1,2,2,5,1,1,1,1,1
7879,3,1,132,1251,2,2422,1,2,2,4,1,1,1,4,1
7880,4,1,132,1251,3,2422,1,2,3,4,2,1,1,5,1
7881,5,1,132,1251,1,2422,1,2,3,6,2,1,1,3,1
7882,1,1,131,1252,1,2468,1,2,2,3,1,1,1,4,1
7883,2,1,131,1252,1,2468,1,2,1,3,1,1,1,2,1
7884,3,1,131,1252,0,2468,1,2,3,7,1,1,1,2,1
7885,4,1,131,1252,1,2468,1,2,4,7,2,1,1,4,1
7886,1,1,131,1253,2,2411,1,2,3,4,3,1,1,4,1
7887,3,1,131,1253,2,2411,1,2,2,3,1,1,1,3,1
7888,4,1,131,1253,1,2411,1,2,2,4,1,1,1,3,1
7889,5,1,131,1253,2,2411,1,2,2,4,1,1,1,4,1
7890,1,1,132,1254,2,2630,1,2,3,5,2,1,1,4,1
7891,3,1,132,1254,2,2630,1,2,2,6,2,1,1,3,1
7892,5,1,132,1254,2,2630,1,2,3,5,1,1,1,2,1
7893,1,1,130,1255,0,2661,1,2,3,5,1,1,1,2,1
7894,2,1,130,1255,0,2661,1,2,1,5,2,2,2,2,1
7895,3,1,130,1255,3,2661,1,2,3,8,1,2,1,6,1
7896,4,1,130,1255,3,2661,1,2,3,7,2,1,1,6,1
7897,5,1,130,1255,1,2661,1,2,1,1,1,2,2,4,1
7898,1,1,131,1256,0,2375,1,2,3,5,1,2,1,1,1
7899,2,1,131,1256,0,2375,1,2,2,3,1,2,2,1,1
7900,3,1,131,1256,2,2375,1,2,2,5,1,2,2,4,1
7901,4,1,131,1256,2,2375,1,2,4,7,2,1,1,5,1
7902,5,1,131,1256,2,2375,1,2,1,4,1,2,1,2,1
7903,1,1,131,1257,2,2516,1,2,3,5,1,1,1,5,1
7904,2,1,131,1257,3,2516,1,2,2,4,1,2,1,4,1
7905,3,1,131,1257,2,2516,1,2,3,5,1,1,1,4,1
7906,4,1,131,1257,1,2516,1,2,2,3,1,2,1,4,1
7907,2,1,131,1258,1,2383,1,2,1,1,1,1,1,1,1
7908,3,1,131,1258,2,2383,1,2,2,4,1,1,1,2,1
7909,4,1,131,1258,3,2383,1,2,2,4,1,1,1,4,1
7910,5,1,131,1258,1,2383,1,2,1,4,1,1,1,2,1
7911,1,1,130,1259,0,2331,1,2,3,7,2,1,1,2,1
7912,2,1,130,1259,1,2331,1,2,2,4,1,2,1,3,1
7913,3,1,130,1259,4,2331,1,2,3,7,2,1,1,4,1
7914,4,1,130,1259,3,2331,1,2,2,6,2,2,1,3,1
7915,5,1,130,1259,1,2331,1,2,2,2,1,1,1,3,1
7916,1,1,132,1260,1,2588,1,2,2,4,1,1,2,5,1
7917,2,1,132,1260,1,2588,1,2,2,4,1,1,1,4,1
7918,3,1,132,1260,1,2588,1,2,3,5,2,1,1,4,1
7919,4,1,132,1260,3,2588,1,2,2,3,1,1,1,5,1
7920,5,1,132,1260,2,2588,1,2,2,4,1,1,1,3,1
7921,1,1,130,1261,2,2236,1,2,2,4,1,2,1,3,1
7922,2,1,130,1261,2,2236,1,2,1,2,1,2,1,2,1
7923,3,1,130,1261,2,2236,1,2,2,3,1,1,1,4,1
7924,4,1,130,1261,3,2236,1,2,3,3,1,2,1,6,1
7925,5,1,130,1261,2,2236,1,2,4,8,2,1,1,4,1
7926,1,1,130,1262,1,2375,1,2,1,2,1,1,1,4,1
7927,2,1,130,1262,1,2375,1,2,1,2,1,2,1,4,1
7928,3,1,130,1262,1,2375,1,2,4,5,1,1,2,6,1
7929,4,1,130,1262,3,2375,1,2,2,2,1,2,2,4,1
7930,5,1,130,1262,1,2375,1,2,2,2,1,1,2,3,1
7931,1,1,132,1263,2,3503,1,2,2,3,1,2,2,2,1
7932,2,1,132,1263,1,3503,1,2,2,5,2,1,1,6,1
7933,3,1,132,1263,1,3503,1,2,2,4,1,1,1,2,1
7934,4,1,132,1263,1,3503,1,2,3,4,2,1,1,4,1
7935,5,1,132,1263,1,3503,1,2,2,2,1,2,1,1,1
7936,1,1,127,1264,1,4829,2,2,2,4,1,2,1,2,1
7937,2,1,127,1264,1,4829,2,2,2,3,1,2,1,2,1
7938,3,1,127,1264,1,4829,2,2,2,3,1,2,1,4,1
7939,4,1,127,1264,2,4829,2,2,1,2,1,1,1,3,1
7940,5,1,127,1264,0,4829,2,2,1,5,1,2,1,2,1
7941,6,1,127,1264,1,4829,2,2,2,4,1,1,1,4,1
7942,7,1,127,1264,1,4829,2,2,2,4,1,1,1,5,1
7943,8,1,127,1264,1,4829,2,2,1,3,1,2,1,2,1
7944,10,1,127,1264,3,4829,2,2,2,3,1,1,1,8,1
7945,11,1,127,1264,1,4829,2,2,2,4,1,2,1,3,1
7946,12,1,127,1264,1,4829,2,2,2,4,1,1,1,5,1
7947,14,1,127,1264,2,4829,2,2,2,3,1,2,2,6,1
7948,15,1,127,1264,2,4829,2,2,2,3,1,2,2,4,1
7949,16,1,127,1264,3,4829,2,2,2,3,1,1,2,3,1
7950,17,1,127,1264,2,4829,2,2,2,4,1,1,1,2,1
7951,18,1,127,1264,3,4829,2,2,2,3,1,1,1,4,1
7952,20,1,127,1264,1,4829,2,2,2,5,1,2,1,6,1
7953,1,1,133,1265,0,3597,2,2,1,2,1,2,2,1,1
7954,3,1,133,1265,2,3597,2,2,2,4,1,2,1,5,1
7955,4,1,133,1265,0,3597,2,2,3,4,1,1,1,4,1
7956,5,1,133,1265,1,3597,2,2,1,3,1,1,2,1,1
7957,1,1,128,1266,1,2059,2,2,2,4,1,1,1,4,1
7958,2,1,128,1266,2,2059,2,2,2,3,1,2,1,4,1
7959,3,1,128,1266,2,2059,2,2,2,4,1,1,1,4,1
7960,5,1,128,1266,3,2059,2,2,2,4,1,2,1,3,1
7961,6,1,128,1266,1,2059,2,2,2,4,1,1,1,4,1
7962,7,1,128,1266,1,2059,2,2,1,2,1,2,1,1,1
7963,8,1,128,1266,1,2059,2,2,2,4,1,1,1,4,1
7964,9,1,128,1266,2,2059,2,2,2,4,1,2,1,4,1
7965,10,1,128,1266,2,2059,2,2,2,4,1,1,1,4,1
7966,11,1,128,1266,1,2059,2,2,2,3,1,1,1,5,1
7967,12,1,128,1266,1,2059,2,2,2,4,1,1,1,4,1
7968,13,1,128,1266,3,2059,2,2,1,2,1,1,1,3,1
7969,14,1,128,1266,1,2059,2,2,2,4,1,2,2,5,1
7970,15,1,128,1266,1,2059,2,2,2,4,1,1,1,5,1
7971,16,1,128,1266,1,2059,2,2,2,3,1,2,2,4,1
7972,17,1,128,1266,2,2059,2,2,2,3,1,2,1,7,1
7973,18,1,128,1266,1,2059,2,2,1,2,1,1,2,1,1
7974,19,1,128,1266,1,2059,2,2,1,2,1,1,1,1,1
7975,20,1,128,1266,0,2059,2,2,3,4,1,1,2,1,1
7976,1,1,127,1267,2,3336,2,2,3,3,1,1,2,3,1
7977,3,1,127,1267,1,3336,2,2,2,3,1,1,1,3,1
7978,4,1,127,1267,1,3336,2,2,2,3,1,2,2,2,1
7979,5,1,127,1267,1,3336,2,2,1,3,1,2,2,3,1
7980,6,1,127,1267,1,3336,2,2,2,4,1,1,1,4,1
7981,7,1,127,1267,1,3336,2,2,2,3,1,1,2,3,1
7982,8,1,127,1267,1,3336,2,2,1,3,1,1,2,3,1
7983,10,1,127,1267,1,3336,2,2,1,3,1,2,1,4,1
7984,11,1,127,1267,1,3336,2,2,1,2,1,2,1,1,1
7985,12,1,127,1267,2,3336,2,2,2,4,1,1,1,4,1
7986,13,1,127,1267,0,3336,2,2,2,4,1,1,1,2,1
7987,14,1,127,1267,2,3336,2,2,1,3,2,1,1,2,1
7988,15,1,127,1267,2,3336,2,2,3,4,1,1,1,5,1
7989,16,1,127,1267,1,3336,2,2,2,5,2,1,1,3,1
7990,17,1,127,1267,2,3336,2,2,3,5,1,1,1,6,1
7991,18,1,127,1267,1,3336,2,2,1,1,1,2,2,1,1
7992,20,1,127,1267,3,3336,2,2,3,4,1,1,1,4,1
7993,1,1,128,1268,2,1890,2,2,2,3,1,1,1,3,1
7994,2,1,128,1268,2,1890,2,2,2,3,1,2,1,4,1
7995,3,1,128,1268,2,1890,2,2,2,3,1,1,1,4,1
7996,4,1,128,1268,2,1890,2,2,2,3,1,1,1,3,1
7997,6,1,128,1268,1,1890,2,2,2,3,1,1,1,4,1
7998,7,1,128,1268,2,1890,2,2,2,4,1,1,1,3,1
7999,9,1,128,1268,1,1890,2,2,2,3,1,2,1,5,1
8000,10,1,128,1268,2,1890,2,2,2,4,1,2,1,4,1
8001,11,1,128,1268,1,1890,2,2,2,3,1,1,1,4,1
8002,12,1,128,1268,4,1890,2,2,3,5,2,1,1,4,1
8003,13,1,128,1268,2,1890,2,2,1,3,1,2,1,2,1
8004,14,1,128,1268,2,1890,2,2,2,3,1,1,1,2,1
8005,15,1,128,1268,2,1890,2,2,2,3,1,2,1,3,1
8006,17,1,128,1268,1,1890,2,2,2,3,1,2,1,3,1
8007,18,1,128,1268,2,1890,2,2,2,3,1,1,1,3,1
8008,19,1,128,1268,1,1890,2,2,2,3,1,1,1,4,1
8009,20,1,128,1268,2,1890,2,2,2,3,1,2,1,2,1
8010,1,1,134,1269,3,4047,2,2,3,4,2,1,1,5,1
8011,2,1,134,1269,1,4047,2,2,2,5,1,1,2,3,1
8012,5,1,134,1269,1,4047,2,2,3,6,1,1,1,4,1
8013,1,1,134,1270,0,3821,2,2,2,6,3,1,1,2,1
8014,2,1,134,1270,1,3821,2,2,1,4,1,2,1,3,1
8015,4,1,134,1270,2,3821,2,2,2,3,1,1,1,3,1
8016,5,1,134,1270,1,3821,2,2,3,5,2,1,1,5,1
8017,1,1,133,1271,1,6796,2,2,1,3,1,2,1,4,1
8018,2,1,133,1271,2,6796,2,2,2,5,1,1,1,2,1
8019,3,1,133,1271,1,6796,2,2,1,2,1,2,2,3,1
8020,1,1,127,1272,4,4558,3,2,2,4,1,2,1,4,1
8021,2,1,127,1272,1,4558,3,2,2,5,1,1,1,4,1
8022,3,1,127,1272,1,4558,3,2,2,3,1,2,1,5,1
8023,4,1,127,1272,1,4558,3,2,2,3,1,2,1,3,1
8024,5,1,127,1272,2,4558,3,2,2,4,1,2,1,4,1
8025,6,1,127,1272,2,4558,3,2,2,4,1,1,1,4,1
8026,7,1,127,1272,1,4558,3,2,2,3,1,2,1,3,1
8027,8,1,127,1272,1,4558,3,2,2,4,1,1,1,3,1
8028,10,1,127,1272,1,4558,3,2,1,3,1,2,2,4,1
8029,11,1,127,1272,1,4558,3,2,2,2,1,2,2,3,1
8030,12,1,127,1272,1,4558,3,2,2,3,1,2,1,3,1
8031,13,1,127,1272,0,4558,3,2,2,3,1,2,2,1,1
8032,14,1,127,1272,1,4558,3,2,2,3,1,2,1,6,1
8033,15,1,127,1272,2,4558,3,2,2,3,1,2,2,5,1
8034,16,1,127,1272,2,4558,3,2,2,3,1,1,1,7,1
8035,17,1,127,1272,1,4558,3,2,2,3,1,2,1,5,1
8036,18,1,127,1272,2,4558,3,2,2,3,1,2,1,5,1
8037,19,1,127,1272,1,4558,3,2,1,2,1,2,2,1,1
8038,20,1,127,1272,4,4558,3,2,3,5,1,1,1,8,1
8039,1,1,129,1273,2,3484,4,2,2,3,1,1,2,3,1
8040,2,1,129,1273,2,3484,4,2,2,3,1,1,2,4,1
8041,3,1,129,1273,1,3484,4,2,1,2,1,2,2,1,1
8042,4,1,129,1273,2,3484,4,2,2,4,1,2,2,7,1
8043,5,1,129,1273,1,3484,4,2,2,3,1,1,2,2,1
8044,6,1,129,1273,1,3484,4,2,1,2,0,1,2,2,1
8045,7,1,129,1273,3,3484,4,2,2,3,0,1,2,6,1
8046,8,1,129,1273,1,3484,4,2,1,2,0,1,2,3,1
8047,9,1,129,1273,1,3484,4,2,2,4,0,2,2,1,1
8048,10,1,129,1273,0,3484,4,2,1,6,1,1,2,3,1
8049,11,1,129,1273,2,3484,4,2,5,6,1,1,1,5,1
8050,12,1,129,1273,1,3484,4,2,2,3,1,1,1,2,1
8051,13,1,129,1273,3,3484,4,2,4,8,1,1,1,6,1
8052,14,1,129,1273,1,3484,4,2,2,3,1,2,2,6,1
8053,16,1,129,1273,0,3484,4,2,1,4,1,2,2,2,1
8054,17,1,129,1273,4,3484,4,2,3,4,1,1,1,7,1
8055,18,1,129,1273,1,3484,4,2,2,4,1,2,2,5,1
8056,19,1,129,1273,2,3484,4,2,3,4,0,1,2,6,1
8057,20,1,129,1273,2,3484,4,2,2,3,1,1,2,5,1
8058,1,1,129,1274,3,4540,4,2,3,6,2,1,1,4,1
8059,3,1,129,1274,1,4540,4,2,1,1,1,1,1,4,1
8060,4,1,129,1274,4,4540,4,2,2,5,1,1,1,5,1
8061,5,1,129,1274,1,4540,4,2,1,4,2,1,1,2,1
8062,6,1,129,1274,2,4540,4,2,2,3,1,2,1,4,1
8063,7,1,129,1274,2,4540,4,2,3,4,2,1,1,4,1
8064,8,1,129,1274,1,4540,4,2,2,3,2,1,1,6,1
8065,9,1,129,1274,1,4540,4,2,1,1,1,1,2,2,1
8066,10,1,129,1274,2,4540,4,2,2,4,1,2,2,2,1
8067,11,1,129,1274,2,4540,4,2,2,3,1,2,1,2,1
8068,12,1,129,1274,2,4540,4,2,1,3,2,2,2,4,1
8069,13,1,129,1274,1,4540,4,2,1,3,1,2,2,1,1
8070,14,1,129,1274,1,4540,4,2,3,5,1,2,1,1,1
8071,15,1,129,1274,1,4540,4,2,1,2,1,1,2,2,1
8072,16,1,129,1274,2,4540,4,2,1,4,1,2,2,2,1
8073,17,1,129,1274,0,4540,4,2,2,3,1,1,1,2,1
8074,18,1,129,1274,1,4540,4,2,1,3,1,2,1,4,1
8075,19,1,129,1274,1,4540,4,2,1,2,1,1,2,2,1
8076,20,1,129,1274,1,4540,4,2,2,2,1,1,1,6,1
8077,1,1,139,1275,2,3568,1,6,5,11,4,2,1,2,1
8078,2,1,139,1275,1,3568,1,6,1,2,1,2,2,6,2
8078,2,2,139,1275,1,3568,1,6,1,2,1,2,2,6,2
8079,3,1,139,1275,1,3568,1,6,2,3,0,2,1,3,1
8080,4,1,139,1275,2,3568,1,6,2,2,1,2,1,6,1
8081,5,1,139,1275,1,3568,1,6,3,6,2,1,1,6,2
8081,5,2,139,1275,2,3568,1,6,3,6,2,1,1,6,2
8082,3,1,139,1276,1,2755,1,6,1,1,1,2,1,2,1
8083,4,1,139,1276,1,2755,1,6,1,2,0,2,1,3,1
8084,5,1,139,1276,2,2755,1,6,3,6,2,1,1,4,1
8085,1,1,140,1277,0,2093,1,6,3,6,3,1,1,2,1
8086,2,1,140,1277,1,2093,1,6,1,2,1,2,2,2,1
8087,3,1,140,1277,1,2093,1,6,2,3,1,1,1,5,1
8088,4,1,140,1277,1,2093,1,6,3,4,2,1,1,4,1
8089,5,1,140,1277,1,2093,1,6,3,5,2,1,2,7,1
8090,1,1,139,1278,1,2689,1,6,1,2,1,2,2,1,1
8091,2,1,139,1278,1,2689,1,6,2,4,1,1,1,4,1
8092,3,1,139,1278,4,2689,1,6,3,6,3,1,1,6,1
8093,5,1,139,1278,3,2689,1,6,2,6,1,1,1,4,1
8094,1,1,140,1279,2,2326,1,6,3,5,1,1,1,3,1
8095,2,1,140,1279,1,2326,1,6,1,1,1,2,2,2,1
8096,3,1,140,1279,1,2326,1,6,5,6,1,2,1,4,1
8097,4,1,140,1279,3,2326,1,6,8,10,3,1,1,5,1
8098,5,1,140,1279,2,2326,1,6,2,5,3,1,1,2,1
8099,1,1,139,1280,1,2209,1,6,1,3,1,2,1,2,1
8100,2,1,139,1280,2,2209,1,6,3,4,1,2,1,5,1
8101,3,1,139,1280,2,2209,1,6,1,1,1,2,2,2,1
8102,5,1,139,1280,1,2209,1,6,2,3,2,1,1,3,1
8103,1,1,139,1281,2,2630,1,6,2,2,1,1,1,5,1
8104,2,1,139,1281,1,2630,1,6,1,6,1,2,2,1,1
8105,3,1,139,1281,2,2630,1,6,3,4,1,1,1,4,1
8106,4,1,139,1281,2,2630,1,6,2,3,1,2,2,5,1
8107,5,1,139,1281,1,2630,1,6,2,4,2,2,2,4,1
8108,1,1,139,1282,2,2146,1,6,2,4,1,2,1,4,1
8109,2,1,139,1282,1,2146,1,6,3,6,2,1,1,3,1
8110,5,1,139,1282,1,2146,1,6,1,3,1,1,1,3,1
8111,1,1,135,1283,1,3539,2,6,2,4,1,2,2,4,1
8112,2,1,135,1283,1,3539,2,6,2,4,1,2,2,3,1
8113,3,1,135,1283,2,3539,2,6,3,3,1,2,2,6,1
8114,4,1,135,1283,1,3539,2,6,3,4,2,2,2,4,1
8115,5,1,135,1283,3,3539,2,6,4,5,2,2,1,5,1
8116,6,1,135,1283,3,3539,2,6,4,6,1,1,1,5,1
8117,7,1,135,1283,2,3539,2,6,2,3,1,1,2,4,1
8118,8,1,135,1283,2,3539,2,6,3,6,2,2,1,2,1
8119,9,1,135,1283,1,3539,2,6,2,4,2,2,2,2,1
8120,10,1,135,1283,4,3539,2,6,3,6,2,1,1,5,1
8121,11,1,135,1283,2,3539,2,6,2,4,1,1,1,3,1
8122,14,1,135,1283,2,3539,2,6,3,6,2,1,1,6,2
8122,14,2,135,1283,1,3539,2,6,3,6,2,1,1,6,2
8123,15,1,135,1283,1,3539,2,6,1,1,0,2,2,3,1
8124,16,1,135,1283,3,3539,2,6,2,3,1,1,2,7,1
8125,18,1,135,1283,2,3539,2,6,3,6,2,2,2,2,1
8126,19,1,135,1283,4,3539,2,6,5,9,2,1,2,7,1
8127,20,1,135,1283,1,3539,2,6,1,2,1,2,2,3,1
8128,1,1,142,1284,2,1656,2,6,2,3,1,1,1,3,1
8129,3,1,142,1284,2,1656,2,6,2,2,1,1,1,4,1
8130,4,1,142,1284,1,1656,2,6,2,4,1,1,1,2,1
8131,5,1,142,1284,0,1656,2,6,2,3,1,2,2,1,1
8132,1,1,141,1285,2,6202,2,6,2,4,2,1,1,5,1
8133,3,1,141,1285,2,6202,2,6,5,5,1,2,2,11,2
8133,3,3,141,1285,1,6202,2,6,5,5,1,2,2,11,2
8133,3,2,141,1285,3,6202,2,6,5,5,1,2,2,11,2
8134,4,1,141,1285,2,6202,2,6,1,2,1,2,1,3,1
8135,5,1,141,1285,2,6202,2,6,2,3,4,2,1,2,1
8136,1,1,141,1286,1,3557,2,6,1,1,0,2,2,4,1
