"VIV_SEL","HOGAR","N_REN","TLOC","SEXO","EDAD","EST_DIS","UPM_DIS","UPM","FACTOR"
18,1,1,4,2,52,12,27,160050,4195
18,1,2,4,2,22,12,27,160050,4195
18,1,3,4,2,23,12,27,160050,4195
18,1,4,4,1,22,12,27,160050,4195
18,1,5,4,1,5,12,27,160050,4195
18,1,6,4,2,4,12,27,160050,4195
19,1,1,4,1,37,12,27,160050,4195
19,1,2,4,2,34,12,27,160050,4195
19,1,3,4,1,16,12,27,160050,4195
19,1,4,4,1,12,12,27,160050,4195
19,1,5,4,2,5,12,27,160050,4195
20,1,1,4,1,29,12,27,160050,4195
20,1,2,4,2,28,12,27,160050,4195
20,1,3,4,2,7,12,27,160050,4195
20,1,4,4,2,1,12,27,160050,4195
1,1,1,4,1,40,12,28,160084,4994
1,1,2,4,2,39,12,28,160084,4994
1,1,3,4,2,11,12,28,160084,4994
1,1,4,4,2,7,12,28,160084,4994
1,1,5,4,2,5,12,28,160084,4994
2,1,1,4,1,28,12,28,160084,4994
2,1,2,4,2,26,12,28,160084,4994
2,1,3,4,1,2,12,28,160084,4994
2,1,4,4,1,0,12,28,160084,4994
4,1,1,4,1,38,12,28,160084,4994
4,1,2,4,2,38,12,28,160084,4994
4,1,3,4,2,13,12,28,160084,4994
4,1,4,4,2,6,12,28,160084,4994
4,1,5,4,1,1,12,28,160084,4994
5,1,1,4,1,36,12,28,160084,4994
5,1,2,4,2,36,12,28,160084,4994
5,1,3,4,1,14,12,28,160084,4994
5,1,4,4,1,9,12,28,160084,4994
5,1,5,4,2,1,12,28,160084,4994
7,1,1,4,2,39,12,28,160084,4994
7,1,2,4,2,20,12,28,160084,4994
7,1,3,4,1,13,12,28,160084,4994
7,1,4,4,2,11,12,28,160084,4994
8,1,1,4,1,65,12,28,160084,4994
8,1,2,4,2,59,12,28,160084,4994
8,1,3,4,1,26,12,28,160084,4994
8,1,4,4,1,24,12,28,160084,4994
8,1,5,4,1,22,12,28,160084,4994
9,1,1,4,1,65,12,28,160084,4994
9,1,2,4,2,55,12,28,160084,4994
10,1,1,4,1,42,12,28,160084,4994
10,1,2,4,2,49,12,28,160084,4994
10,1,3,4,2,9,12,28,160084,4994
11,1,1,4,1,38,12,28,160084,4994
11,1,2,4,2,67,12,28,160084,4994
11,1,3,4,2,37,12,28,160084,4994
11,1,4,4,1,35,12,28,160084,4994
11,1,5,4,2,42,12,28,160084,4994
11,1,6,4,1,28,12,28,160084,4994
11,1,7,4,2,13,12,28,160084,4994
11,1,8,4,2,10,12,28,160084,4994
11,1,9,4,1,8,12,28,160084,4994
11,1,10,4,2,7,12,28,160084,4994
12,1,1,4,1,29,12,28,160084,4994
12,1,2,4,2,24,12,28,160084,4994
12,1,3,4,2,7,12,28,160084,4994
12,1,4,4,2,4,12,28,160084,4994
13,1,1,4,1,71,12,28,160084,4994
13,1,2,4,2,40,12,28,160084,4994
13,1,3,4,2,68,12,28,160084,4994
13,1,4,4,2,24,12,28,160084,4994
13,1,5,4,1,12,12,28,160084,4994
14,1,2,4,2,32,12,28,160084,4994
14,1,3,4,1,11,12,28,160084,4994
15,1,1,4,1,29,12,28,160084,4994
15,1,2,4,2,29,12,28,160084,4994
15,1,3,4,2,12,12,28,160084,4994
15,1,4,4,1,9,12,28,160084,4994
15,1,5,4,2,2,12,28,160084,4994
16,1,1,4,1,73,12,28,160084,4994
16,1,2,4,2,65,12,28,160084,4994
17,1,1,4,1,46,12,28,160084,4994
17,1,2,4,2,42,12,28,160084,4994
17,1,3,4,1,15,12,28,160084,4994
17,1,4,4,2,10,12,28,160084,4994
20,1,1,4,1,32,12,28,160084,4994
20,1,2,4,2,28,12,28,160084,4994
20,1,3,4,1,8,12,28,160084,4994
20,1,4,4,1,0,12,28,160084,4994
1,1,1,1,2,45,3,29,200070,5803
1,1,2,1,2,73,3,29,200070,5803
1,1,3,1,2,22,3,29,200070,5803
1,1,4,1,2,20,3,29,200070,5803
2,1,1,1,1,46,3,29,200070,5803
2,1,2,1,2,41,3,29,200070,5803
2,1,3,1,1,16,3,29,200070,5803
3,1,1,1,1,48,3,29,200070,5803
3,1,2,1,2,74,3,29,200070,5803
4,1,1,1,1,38,3,29,200070,5803
4,1,2,1,2,70,3,29,200070,5803
5,1,1,1,2,60,3,29,200070,5803
5,1,2,1,1,60,3,29,200070,5803
2,1,1,1,1,55,3,30,200637,6762
2,1,2,1,2,52,3,30,200637,6762
2,1,3,1,2,30,3,30,200637,6762
2,1,4,1,2,13,3,30,200637,6762
2,1,5,1,2,7,3,30,200637,6762
2,1,6,1,1,1,3,30,200637,6762
2,1,7,1,1,30,3,30,200637,6762
3,1,1,1,1,73,3,30,200637,6762
3,1,2,1,2,42,3,30,200637,6762
3,1,3,1,1,21,3,30,200637,6762
3,1,4,1,1,15,3,30,200637,6762
4,1,1,1,1,33,3,30,200637,6762
4,1,2,1,2,33,3,30,200637,6762
4,1,3,1,1,14,3,30,200637,6762
4,1,4,1,2,13,3,30,200637,6762
4,1,5,1,2,9,3,30,200637,6762
4,1,6,1,1,6,3,30,200637,6762
1,1,1,1,1,39,3,31,200706,5772
1,1,2,1,2,30,3,31,200706,5772
1,1,3,1,1,45,3,31,200706,5772
1,1,4,1,2,11,3,31,200706,5772
1,1,5,1,1,2,3,31,200706,5772
2,1,1,1,2,69,3,31,200706,5772
2,1,2,1,2,32,3,31,200706,5772
2,1,3,1,1,12,3,31,200706,5772
2,1,4,1,1,9,3,31,200706,5772
2,1,5,1,1,4,3,31,200706,5772
3,1,1,1,1,35,3,31,200706,5772
3,1,2,1,2,37,3,31,200706,5772
3,1,3,1,1,15,3,31,200706,5772
3,1,4,1,1,12,3,31,200706,5772
3,1,5,1,2,6,3,31,200706,5772
4,1,1,1,1,75,3,31,200706,5772
4,1,2,1,1,77,3,31,200706,5772
4,1,3,1,1,20,3,31,200706,5772
4,1,4,1,2,32,3,31,200706,5772
4,1,5,1,2,15,3,31,200706,5772
5,1,1,1,1,52,3,31,200706,5772
5,1,2,1,1,16,3,31,200706,5772
1,1,1,1,1,50,3,32,201002,5288
1,1,2,1,1,22,3,32,201002,5288
1,1,3,1,2,20,3,32,201002,5288
2,1,1,1,2,46,3,32,201002,5288
2,1,2,1,1,17,3,32,201002,5288
2,1,3,1,1,7,3,32,201002,5288
3,1,1,1,2,86,3,32,201002,5288
3,1,2,1,1,69,3,32,201002,5288
3,1,3,1,1,51,3,32,201002,5288
3,1,4,1,1,52,3,32,201002,5288
4,1,1,1,2,69,3,32,201002,5288
4,1,2,1,1,32,3,32,201002,5288
5,1,1,1,2,47,3,32,201002,5288
5,1,2,1,2,21,3,32,201002,5288
5,1,3,1,2,13,3,32,201002,5288
5,1,4,1,2,11,3,32,201002,5288
5,1,5,1,2,5,3,32,201002,5288
1,1,1,1,2,51,3,33,201008,4766
2,1,1,1,1,64,3,33,201008,4766
2,1,2,1,2,62,3,33,201008,4766
3,1,1,1,2,71,3,33,201008,4766
3,1,2,1,2,46,3,33,201008,4766
3,1,3,1,1,12,3,33,201008,4766
4,1,1,1,1,31,3,33,201008,4766
4,1,2,1,2,28,3,33,201008,4766
4,1,3,1,2,4,3,33,201008,4766
5,1,1,1,2,37,3,33,201008,4766
5,1,2,1,2,73,3,33,201008,4766
5,1,3,1,2,21,3,33,201008,4766
5,1,4,1,2,20,3,33,201008,4766
5,1,5,1,2,17,3,33,201008,4766
5,1,6,1,1,11,3,33,201008,4766
5,1,7,1,1,6,3,33,201008,4766
5,1,8,1,1,47,3,33,201008,4766
1,1,1,1,2,56,3,34,201077,4877
2,1,1,1,1,43,3,34,201077,4877
2,1,2,1,2,38,3,34,201077,4877
2,1,3,1,2,17,3,34,201077,4877
2,1,4,1,2,13,3,34,201077,4877
2,1,5,1,2,12,3,34,201077,4877
3,1,1,1,1,45,3,34,201077,4877
3,1,2,1,2,46,3,34,201077,4877
3,1,3,1,2,21,3,34,201077,4877
3,1,4,1,1,16,3,34,201077,4877
3,1,5,1,1,1,3,34,201077,4877
4,1,1,1,1,40,3,34,201077,4877
4,1,2,1,2,49,3,34,201077,4877
4,1,3,1,1,10,3,34,201077,4877
4,1,4,1,1,18,3,34,201077,4877
5,1,1,1,2,25,3,34,201077,4877
1,1,1,1,1,32,2,35,202089,6507
1,1,2,1,2,25,2,35,202089,6507
1,1,3,1,1,8,2,35,202089,6507
3,1,1,1,1,50,2,35,202089,6507
3,1,2,1,2,48,2,35,202089,6507
4,1,1,1,1,54,2,35,202089,6507
4,1,2,1,2,79,2,35,202089,6507
4,1,3,1,2,47,2,35,202089,6507
5,1,1,1,1,46,2,35,202089,6507
5,1,2,1,2,45,2,35,202089,6507
5,1,3,1,2,18,2,35,202089,6507
5,1,4,1,2,0,2,35,202089,6507
1,1,1,1,1,40,4,36,202460,6885
1,1,2,1,2,36,4,36,202460,6885
1,1,3,1,1,12,4,36,202460,6885
1,1,4,1,1,9,4,36,202460,6885
2,1,1,1,1,51,4,36,202460,6885
2,1,2,1,2,49,4,36,202460,6885
2,1,3,1,1,24,4,36,202460,6885
2,1,4,1,1,24,4,36,202460,6885
2,1,5,1,1,11,4,36,202460,6885
3,1,1,1,1,49,4,36,202460,6885
3,1,2,1,2,19,4,36,202460,6885
3,1,3,1,2,17,4,36,202460,6885
3,1,4,1,2,19,4,36,202460,6885
4,1,1,1,1,56,4,36,202460,6885
4,1,2,1,2,56,4,36,202460,6885
4,1,3,1,2,22,4,36,202460,6885
4,1,4,1,2,27,4,36,202460,6885
5,1,1,1,1,50,4,36,202460,6885
5,1,2,1,2,49,4,36,202460,6885
5,1,3,1,1,20,4,36,202460,6885
2,1,1,1,1,29,2,37,202909,4001
2,1,2,1,2,31,2,37,202909,4001
2,1,3,1,1,7,2,37,202909,4001
2,1,4,1,2,2,2,37,202909,4001
3,1,1,1,2,57,2,37,202909,4001
3,1,2,1,1,57,2,37,202909,4001
3,1,3,1,1,33,2,37,202909,4001
3,1,4,1,2,27,2,37,202909,4001
3,1,5,1,2,7,2,37,202909,4001
3,1,6,1,2,1,2,37,202909,4001
4,1,1,1,1,30,2,37,202909,4001
4,1,2,1,2,28,2,37,202909,4001
4,1,3,1,1,9,2,37,202909,4001
4,1,4,1,1,4,2,37,202909,4001
1,1,1,1,1,27,4,38,203131,6557
1,1,2,1,2,28,4,38,203131,6557
1,1,3,1,2,5,4,38,203131,6557
2,1,1,1,1,28,4,38,203131,6557
3,1,1,1,1,39,4,38,203131,6557
3,1,2,1,2,34,4,38,203131,6557
3,1,3,1,1,2,4,38,203131,6557
4,1,1,1,1,31,4,38,203131,6557
4,1,2,1,2,43,4,38,203131,6557
5,1,1,1,2,46,4,38,203131,6557
5,1,2,1,2,24,4,38,203131,6557
3,1,1,1,2,42,2,39,203154,5188
3,1,2,1,1,55,2,39,203154,5188
3,1,3,1,2,6,2,39,203154,5188
5,1,1,1,1,28,2,39,203154,5188
5,1,2,1,2,22,2,39,203154,5188
5,1,3,1,2,6,2,39,203154,5188
2,1,1,1,1,85,2,40,203193,6164
2,1,2,1,2,79,2,40,203193,6164
2,1,3,1,1,41,2,40,203193,6164
2,1,4,1,2,45,2,40,203193,6164
2,1,5,1,1,77,2,40,203193,6164
2,1,6,1,1,10,2,40,203193,6164
3,1,1,1,1,31,2,40,203193,6164
3,1,2,1,2,31,2,40,203193,6164
3,1,3,1,2,8,2,40,203193,6164
5,1,1,1,1,41,2,40,203193,6164
5,1,2,1,1,74,2,40,203193,6164
5,1,3,1,2,59,2,40,203193,6164
1,1,1,1,1,41,4,41,203283,5814
1,1,2,1,2,41,4,41,203283,5814
1,1,3,1,1,8,4,41,203283,5814
2,1,1,1,1,52,4,41,203283,5814
2,1,2,1,2,49,4,41,203283,5814
3,1,1,1,1,52,4,41,203283,5814
3,1,2,1,2,48,4,41,203283,5814
3,1,3,1,1,14,4,41,203283,5814
3,1,4,1,2,24,4,41,203283,5814
4,1,1,1,1,50,4,41,203283,5814
4,1,2,1,2,51,4,41,203283,5814
4,1,3,1,1,21,4,41,203283,5814
4,1,4,1,2,18,4,41,203283,5814
5,1,1,1,2,41,4,41,203283,5814
5,1,2,1,2,67,4,41,203283,5814
5,1,3,1,1,38,4,41,203283,5814
5,1,4,1,2,37,4,41,203283,5814
5,1,5,1,2,61,4,41,203283,5814
5,1,6,1,2,8,4,41,203283,5814
5,1,7,1,2,4,4,41,203283,5814
5,1,8,1,2,2,4,41,203283,5814
1,1,1,1,1,53,3,42,203297,5111
1,1,2,1,2,46,3,42,203297,5111
4,1,1,1,1,42,3,42,203297,5111
4,1,2,1,2,37,3,42,203297,5111
4,1,3,1,2,21,3,42,203297,5111
4,1,4,1,1,20,3,42,203297,5111
4,1,5,1,2,11,3,42,203297,5111
4,1,6,1,2,9,3,42,203297,5111
4,1,7,1,1,0,3,42,203297,5111
3,1,1,1,2,36,2,43,203312,4883
3,1,2,1,2,5,2,43,203312,4883
3,1,3,1,1,4,2,43,203312,4883
3,1,4,1,1,2,2,43,203312,4883
4,1,1,1,1,27,2,43,203312,4883
4,1,2,1,2,28,2,43,203312,4883
4,1,3,1,2,5,2,43,203312,4883
4,1,4,1,1,0,2,43,203312,4883
5,1,1,1,1,30,2,43,203312,4883
5,1,2,1,1,24,2,43,203312,4883
5,1,3,1,1,40,2,43,203312,4883
5,1,4,1,2,19,2,43,203312,4883
1,1,1,1,1,64,4,44,203510,6720
1,1,2,1,2,64,4,44,203510,6720
1,1,3,1,2,61,4,44,203510,6720
1,1,4,1,1,48,4,44,203510,6720
4,1,1,1,1,33,4,44,203510,6720
4,1,2,1,2,33,4,44,203510,6720
4,1,3,1,2,10,4,44,203510,6720
4,1,4,1,2,8,4,44,203510,6720
5,1,1,1,1,52,4,44,203510,6720
5,1,2,1,2,42,4,44,203510,6720
5,1,3,1,1,23,4,44,203510,6720
5,1,4,1,2,19,4,44,203510,6720
5,1,5,1,1,23,4,44,203510,6720
5,1,6,1,2,16,4,44,203510,6720
2,1,1,1,1,55,3,45,203547,6018
2,1,2,1,2,55,3,45,203547,6018
2,1,3,1,1,31,3,45,203547,6018
2,1,4,1,1,25,3,45,203547,6018
2,1,5,1,2,16,3,45,203547,6018
3,1,1,1,1,64,3,45,203547,6018
3,1,2,1,2,69,3,45,203547,6018
3,1,3,1,1,40,3,45,203547,6018
3,1,4,1,1,45,3,45,203547,6018
4,1,1,1,1,19,2,46,203914,5943
5,1,1,1,2,35,2,46,203914,5943
5,1,2,1,1,40,2,46,203914,5943
5,1,3,1,2,18,2,46,203914,5943
5,1,4,1,1,13,2,46,203914,5943
5,1,5,1,1,10,2,46,203914,5943
1,1,1,1,1,44,3,47,204049,5636
1,1,2,1,2,44,3,47,204049,5636
1,1,3,1,2,18,3,47,204049,5636
2,1,1,1,2,43,3,47,204049,5636
2,1,2,1,1,49,3,47,204049,5636
2,1,3,1,1,23,3,47,204049,5636
2,1,4,1,1,21,3,47,204049,5636
2,1,5,1,2,14,3,47,204049,5636
3,1,1,1,2,51,3,47,204049,5636
3,1,2,1,1,62,3,47,204049,5636
3,1,3,1,1,26,3,47,204049,5636
3,1,4,1,2,21,3,47,204049,5636
4,1,1,1,1,49,3,47,204049,5636
4,1,2,1,2,38,3,47,204049,5636
4,1,3,1,2,65,3,47,204049,5636
1,1,1,1,2,62,4,48,204699,6105
3,1,1,1,1,28,4,48,204699,6105
3,1,2,1,2,28,4,48,204699,6105
3,1,3,1,1,52,4,48,204699,6105
3,1,4,1,1,12,4,48,204699,6105
3,1,5,1,2,4,4,48,204699,6105
3,1,6,1,2,2,4,48,204699,6105
4,1,1,1,2,86,4,48,204699,6105
4,1,2,1,2,37,4,48,204699,6105
4,1,3,1,2,53,4,48,204699,6105
5,1,1,1,1,39,4,48,204699,6105
5,1,2,1,2,36,4,48,204699,6105
5,1,3,1,2,3,4,48,204699,6105
5,1,4,1,1,1,4,48,204699,6105
1,1,1,1,2,58,3,49,204728,4973
2,1,1,1,1,21,3,49,204728,4973
2,1,2,1,2,40,3,49,204728,4973
4,1,1,1,2,37,3,49,204728,4973
5,1,1,1,1,50,3,49,204728,4973
5,1,2,1,2,50,3,49,204728,4973
5,1,3,1,2,25,3,49,204728,4973
5,1,4,1,1,21,3,49,204728,4973
5,1,5,1,2,18,3,49,204728,4973
1,1,1,1,1,28,3,50,205355,6096
1,1,2,1,2,26,3,50,205355,6096
1,1,3,1,1,0,3,50,205355,6096
2,1,1,1,1,30,3,50,205355,6096
2,1,2,1,2,50,3,50,205355,6096
2,1,3,1,2,10,3,50,205355,6096
2,1,4,1,2,8,3,50,205355,6096
2,1,5,1,2,5,3,50,205355,6096
2,1,6,1,2,0,3,50,205355,6096
3,1,1,1,1,64,3,50,205355,6096
3,1,2,1,2,53,3,50,205355,6096
3,1,3,1,2,34,3,50,205355,6096
3,1,4,1,2,35,3,50,205355,6096
3,1,5,1,1,16,3,50,205355,6096
3,1,6,1,1,11,3,50,205355,6096
3,1,7,1,2,3,3,50,205355,6096
3,1,8,1,2,18,3,50,205355,6096
4,1,1,1,1,21,3,50,205355,6096
4,1,2,1,1,24,3,50,205355,6096
5,1,1,1,1,50,3,50,205355,6096
5,1,2,1,2,46,3,50,205355,6096
5,1,3,1,1,19,3,50,205355,6096
5,1,4,1,1,15,3,50,205355,6096
1,1,1,1,2,56,3,51,205402,6420
1,1,2,1,2,28,3,51,205402,6420
1,1,3,1,1,15,3,51,205402,6420
2,1,1,1,1,38,3,51,205402,6420
2,1,2,1,2,34,3,51,205402,6420
2,1,3,1,1,8,3,51,205402,6420
2,1,4,1,1,15,3,51,205402,6420
2,1,5,1,2,11,3,51,205402,6420
4,1,1,1,1,30,3,51,205402,6420
5,1,1,1,1,58,3,51,205402,6420
5,1,2,1,2,59,3,51,205402,6420
5,1,3,1,1,29,3,51,205402,6420
1,1,1,1,1,51,2,52,205480,6100
1,1,2,1,2,43,2,52,205480,6100
1,1,3,1,2,21,2,52,205480,6100
1,1,4,1,2,15,2,52,205480,6100
1,1,5,1,2,11,2,52,205480,6100
1,1,6,1,1,9,2,52,205480,6100
2,1,1,1,1,49,2,52,205480,6100
2,1,2,1,2,55,2,52,205480,6100
2,1,3,1,1,38,2,52,205480,6100
2,1,4,1,2,12,2,52,205480,6100
3,1,1,1,1,36,2,52,205480,6100
3,1,2,1,2,27,2,52,205480,6100
3,1,3,1,2,1,2,52,205480,6100
4,1,1,1,1,39,2,52,205480,6100
4,1,2,1,2,39,2,52,205480,6100
4,1,3,1,1,15,2,52,205480,6100
4,1,4,1,2,15,2,52,205480,6100
4,1,5,1,1,12,2,52,205480,6100
5,1,1,1,1,56,2,52,205480,6100
1,1,1,1,1,39,2,53,205584,5767
1,1,2,1,1,11,2,53,205584,5767
1,1,3,1,2,40,2,53,205584,5767
1,1,4,1,1,4,2,53,205584,5767
2,1,1,1,1,49,2,53,205584,5767
2,1,2,1,2,39,2,53,205584,5767
2,1,3,1,1,8,2,53,205584,5767
2,1,4,1,2,6,2,53,205584,5767
4,1,1,1,1,27,2,53,205584,5767
4,1,2,1,2,28,2,53,205584,5767
4,1,3,1,1,2,2,53,205584,5767
4,1,4,1,1,0,2,53,205584,5767
5,1,1,1,1,66,2,53,205584,5767
5,1,2,1,2,58,2,53,205584,5767
5,1,3,1,1,38,2,53,205584,5767
5,1,4,1,1,30,2,53,205584,5767
1,1,1,1,1,28,3,54,205779,4877
1,1,2,1,2,25,3,54,205779,4877
1,1,3,1,1,18,3,54,205779,4877
1,1,4,1,2,17,3,54,205779,4877
1,1,5,1,1,9,3,54,205779,4877
1,1,6,1,2,6,3,54,205779,4877
1,1,7,1,2,4,3,54,205779,4877
2,1,1,1,1,48,3,54,205779,4877
2,1,2,1,2,53,3,54,205779,4877
2,1,3,1,2,10,3,54,205779,4877
3,1,1,1,1,47,3,54,205779,4877
3,1,2,1,2,47,3,54,205779,4877
3,1,3,1,2,22,3,54,205779,4877
3,1,4,1,1,17,3,54,205779,4877
4,1,1,1,1,46,3,54,205779,4877
4,1,2,1,2,47,3,54,205779,4877
4,1,3,1,1,21,3,54,205779,4877
4,1,4,1,2,17,3,54,205779,4877
5,1,1,1,2,34,3,54,205779,4877
5,1,2,1,1,15,3,54,205779,4877
5,1,3,1,1,13,3,54,205779,4877
5,1,4,1,1,11,3,54,205779,4877
1,1,1,1,1,29,2,55,205992,6232
1,1,2,1,2,27,2,55,205992,6232
1,1,3,1,1,56,2,55,205992,6232
1,1,4,1,1,18,2,55,205992,6232
1,1,5,1,2,18,2,55,205992,6232
1,1,6,1,1,14,2,55,205992,6232
1,1,7,1,2,3,2,55,205992,6232
2,1,1,1,1,58,2,55,205992,6232
2,1,2,1,2,53,2,55,205992,6232
2,1,3,1,2,30,2,55,205992,6232
2,1,4,1,1,19,2,55,205992,6232
2,1,5,1,2,20,2,55,205992,6232
2,1,6,1,1,54,2,55,205992,6232
2,1,7,1,1,17,2,55,205992,6232
2,1,8,1,2,3,2,55,205992,6232
3,1,1,1,2,56,2,55,205992,6232
3,1,2,1,1,19,2,55,205992,6232
3,1,3,1,1,21,2,55,205992,6232
4,1,1,1,2,57,2,55,205992,6232
4,1,2,1,2,26,2,55,205992,6232
4,1,3,1,2,10,2,55,205992,6232
4,1,4,1,2,7,2,55,205992,6232
5,1,1,1,1,37,2,55,205992,6232
1,1,1,1,1,54,3,56,206343,6396
1,1,2,1,2,56,3,56,206343,6396
1,1,3,1,2,28,3,56,206343,6396
1,1,4,1,1,20,3,56,206343,6396
1,1,5,1,2,21,3,56,206343,6396
2,1,1,1,1,42,3,56,206343,6396
2,1,2,1,2,39,3,56,206343,6396
2,1,3,1,2,15,3,56,206343,6396
2,1,4,1,1,18,3,56,206343,6396
3,1,1,1,1,41,3,56,206343,6396
3,1,2,1,2,42,3,56,206343,6396
3,1,3,1,2,18,3,56,206343,6396
3,1,4,1,1,17,3,56,206343,6396
3,1,5,1,1,9,3,56,206343,6396
4,1,1,1,2,40,3,56,206343,6396
4,1,2,1,1,21,3,56,206343,6396
4,1,3,1,2,21,3,56,206343,6396
4,1,4,1,2,17,3,56,206343,6396
4,1,5,1,2,8,3,56,206343,6396
4,1,6,1,2,5,3,56,206343,6396
4,1,7,1,2,2,3,56,206343,6396
5,1,1,1,2,45,3,56,206343,6396
5,1,2,1,2,73,3,56,206343,6396
2,1,1,1,1,60,2,57,206620,6621
3,1,1,1,1,52,2,57,206620,6621
4,1,1,1,1,34,2,57,206620,6621
4,1,2,1,2,33,2,57,206620,6621
4,1,3,1,2,11,2,57,206620,6621
4,1,4,1,2,7,2,57,206620,6621
5,1,1,1,1,36,2,57,206620,6621
5,1,2,1,2,29,2,57,206620,6621
5,1,3,1,1,9,2,57,206620,6621
5,1,4,1,2,6,2,57,206620,6621
5,1,5,1,2,3,2,57,206620,6621
1,1,1,1,2,39,4,58,206862,4533
1,1,2,1,1,7,4,58,206862,4533
1,1,3,1,1,4,4,58,206862,4533
2,1,1,1,1,34,4,58,206862,4533
2,1,2,1,2,35,4,58,206862,4533
2,1,3,1,2,5,4,58,206862,4533
3,1,1,1,1,34,4,58,206862,4533
3,1,2,1,1,36,4,58,206862,4533
4,1,1,1,2,44,4,58,206862,4533
4,1,2,1,1,17,4,58,206862,4533
5,1,1,1,1,20,4,58,206862,4533
5,1,2,1,2,21,4,58,206862,4533
5,1,3,1,2,0,4,58,206862,4533
1,1,1,2,1,38,5,59,207549,4512
1,1,2,2,2,32,5,59,207549,4512
1,1,3,2,2,8,5,59,207549,4512
1,1,4,2,1,5,5,59,207549,4512
1,1,5,2,1,2,5,59,207549,4512
1,1,6,2,1,18,5,59,207549,4512
3,1,1,2,2,33,5,59,207549,4512
4,1,1,2,1,32,5,59,207549,4512
4,1,2,2,2,24,5,59,207549,4512
4,1,3,2,1,6,5,59,207549,4512
4,1,4,2,1,4,5,59,207549,4512
4,1,5,2,1,2,5,59,207549,4512
4,1,6,2,2,1,5,59,207549,4512
4,2,1,2,1,69,5,59,207549,4512
5,1,1,2,2,45,5,59,207549,4512
6,1,1,2,1,31,5,59,207549,4512
6,1,2,2,2,40,5,59,207549,4512
6,1,3,2,2,8,5,59,207549,4512
6,1,4,2,1,5,5,59,207549,4512
6,1,5,2,2,1,5,59,207549,4512
7,1,1,2,1,47,5,59,207549,4512
9,1,1,2,1,42,5,59,207549,4512
9,1,2,2,2,36,5,59,207549,4512
9,1,3,2,2,13,5,59,207549,4512
9,1,4,2,2,2,5,59,207549,4512
10,1,1,2,1,52,5,59,207549,4512
11,1,1,2,1,41,5,59,207549,4512
11,1,2,2,2,38,5,59,207549,4512
11,1,3,2,2,18,5,59,207549,4512
11,1,4,2,2,13,5,59,207549,4512
11,1,5,2,2,3,5,59,207549,4512
12,1,1,2,1,47,5,59,207549,4512
12,1,2,2,2,43,5,59,207549,4512
12,1,3,2,1,21,5,59,207549,4512
12,1,4,2,1,20,5,59,207549,4512
12,1,5,2,2,23,5,59,207549,4512
13,1,3,2,1,53,5,59,207549,4512
14,1,1,2,2,21,5,59,207549,4512
14,2,1,2,1,36,5,59,207549,4512
14,2,2,2,2,34,5,59,207549,4512
14,2,3,2,1,14,5,59,207549,4512
14,2,4,2,2,12,5,59,207549,4512
15,1,1,2,1,29,5,59,207549,4512
15,1,2,2,2,30,5,59,207549,4512
15,1,3,2,2,10,5,59,207549,4512
15,1,4,2,1,4,5,59,207549,4512
16,1,1,2,1,25,5,59,207549,4512
16,1,2,2,2,26,5,59,207549,4512
17,1,1,2,2,22,5,59,207549,4512
17,1,2,2,1,2,5,59,207549,4512
17,2,1,2,2,55,5,59,207549,4512
18,1,1,2,1,34,5,59,207549,4512
18,1,2,2,2,36,5,59,207549,4512
18,1,3,2,2,13,5,59,207549,4512
18,1,4,2,1,7,5,59,207549,4512
18,1,5,2,1,4,5,59,207549,4512
19,1,1,2,1,59,5,59,207549,4512
19,1,2,2,2,56,5,59,207549,4512
19,1,3,2,1,20,5,59,207549,4512
20,1,1,2,1,18,5,59,207549,4512
20,1,2,2,2,16,5,59,207549,4512
20,1,3,2,1,7,5,59,207549,4512
1,1,1,3,1,56,9,60,207920,4179
1,1,2,3,2,41,9,60,207920,4179
1,1,3,3,2,22,9,60,207920,4179
1,1,4,3,1,27,9,60,207920,4179
1,1,5,3,1,18,9,60,207920,4179
3,1,1,3,1,31,9,60,207920,4179
3,1,2,3,2,25,9,60,207920,4179
3,1,3,3,1,7,9,60,207920,4179
3,1,4,3,2,3,9,60,207920,4179
4,1,1,3,1,60,9,60,207920,4179
4,1,2,3,2,64,9,60,207920,4179
5,1,1,3,1,67,9,60,207920,4179
5,1,2,3,2,65,9,60,207920,4179
5,1,3,3,1,32,9,60,207920,4179
6,1,1,3,2,80,9,60,207920,4179
6,1,2,3,1,55,9,60,207920,4179
6,1,3,3,1,28,9,60,207920,4179
6,1,4,3,1,39,9,60,207920,4179
6,1,5,3,1,13,9,60,207920,4179
7,1,1,3,1,48,9,60,207920,4179
7,1,2,3,2,48,9,60,207920,4179
8,1,1,3,1,43,9,60,207920,4179
8,1,2,3,2,48,9,60,207920,4179
8,1,3,3,1,19,9,60,207920,4179
8,1,4,3,1,20,9,60,207920,4179
8,1,5,3,2,18,9,60,207920,4179
10,1,1,3,2,69,9,60,207920,4179
10,1,2,3,1,67,9,60,207920,4179
11,1,1,3,1,44,9,60,207920,4179
11,1,2,3,2,49,9,60,207920,4179
11,1,3,3,1,26,9,60,207920,4179
11,1,4,3,2,19,9,60,207920,4179
11,1,5,3,1,11,9,60,207920,4179
11,1,6,3,2,24,9,60,207920,4179
11,1,7,3,2,2,9,60,207920,4179
12,1,1,3,2,67,9,60,207920,4179
12,1,2,3,1,65,9,60,207920,4179
13,1,1,3,1,40,9,60,207920,4179
14,1,1,3,1,59,9,60,207920,4179
