"P2_8","P2_3","FAC_HOG","FOLIO","VIV_SEL","HOGAR","N_REN","P3_1_1","P3_1_2","P3_2","P3_3","P3_4","P3_5","P3_11","P4_1","P4_2_1","P4_2_2","P4_2_3","P4_2_4","P4_2_5","P4_3","P4_5","P4_6_1","P4_6_2","P4_6_3","P4_6_4","P4_6_5","P4_6_6","P4_7_1","P4_7_2","P4_7_3","P4_8_1","P4_8_2","P4_8_3","P4_8_4","P4_8_5","P4_8_6","P4_9_1","P4_9_2","P4_9_3","P4_9_4","P4_10","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P5_4_1","P5_4_2","P5_4_3","P5_4_4","P5_4_5","P5_4_6","P5_4_7","P5_4_8","P5_4_9","P5_23","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P6_2_1","P6_2_2","P6_2_3","P6_2_4","P6_2_5","P6_2_6","P6_2_7","P6_2_8","P6_2_9","P6_17","P7_1_1","P7_1_2","P7_2","P7_4","P7_5","P7_7_1","P7_8_1_1","P7_8_1_2","P7_8_1_3","P7_7_2","P7_8_2_1","P7_8_2_2","P7_8_2_3","P7_7_3","P7_7_4","P8_1","P8_2","P8_3","P9_1","P9_8_1","P9_8_2","P9_8_3","P9_8_4","P9_8_5","P9_8_6","P10_1","P10_4","P10_7","P11_1_1","P11_1_2","P11_1_3","P11_1_4","P11_1_5","P11_2_1","P11_2_2","P11_2_3","P11_2_4","P11_3_1","P11_3_2","P11_3_3","P11_3_4","P11_3_9","P12_1","P13_1","P13_2","P13_3","P13_4","P14_1","P14_2_1","P14_2_2","P14_2_3","P14_2_4","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","FAC_ELE"
1,1,2204,1826,5,1,1,2,6,6,2,2,1,1,2,2,2,2,2,2,1,2,2,1,3,2,3,1,1,1,1,3,1,1,3,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,3,1,2,2,2,2,1,2,1,47,30,317,2221
1,2,2265,1827,2,1,2,8,5,5,2,2,5,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,3,3,1,1,1,3,2,2,1,1,3,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,1,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,3,3,3,2,2,1,2,2,1,2,2,35,32,318,4496
5,2,2265,1828,3,1,2,8,4,5,2,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,3,2,1,1,1,3,3,1,2,1,2,2,1,2,2,5,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,7,7,1,2,2,1,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,3,3,3,1,1,1,2,2,1,2,2,53,32,318,11240
0,2,2265,1829,5,1,2,4,3,5,2,2,5,2,2,2,1,2,2,2,1,2,1,1,1,1,2,2,1,1,2,3,3,1,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,3,2,1,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,69,32,318,4496
2,2,1688,1830,1,1,2,3,3,5,2,2,1,1,2,2,1,1,2,2,1,2,1,1,3,2,3,2,1,1,1,1,3,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,3,2,2,2,2,2,1,2,2,40,30,319,3350
2,1,1688,1831,2,1,1,2,6,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,3,3,3,3,1,2,1,1,2,3,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,3,2,1,2,2,2,1,2,1,42,30,319,3402
1,1,1688,1832,3,1,1,3,3,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,3,3,2,1,1,1,1,1,2,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2,49,30,319,5024
1,1,1688,1833,4,1,1,3,3,2,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,1,3,2,1,1,1,1,3,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,7,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,3,1,1,1,2,2,1,2,2,44,30,319,1675
2,3,1688,1834,5,1,2,8,2,6,2,2,1,1,2,2,1,1,2,2,1,2,1,1,2,1,2,1,1,2,1,2,3,1,1,1,1,1,1,1,2,4,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,3,2,2,2,2,2,1,2,1,20,30,319,3402
1,1,1244,1835,1,1,1,7,2,6,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,1,2,1,1,3,2,1,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,1,1,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,3,1,2,2,2,2,1,2,2,37,32,320,1235
1,2,1244,1836,2,1,2,3,3,1,2,2,5,1,2,2,1,1,2,2,1,2,2,1,2,2,3,2,1,2,2,3,1,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,3,1,3,2,2,2,2,2,1,2,2,21,32,320,2469
1,1,1244,1837,3,1,1,7,3,6,2,2,1,1,1,2,1,1,1,2,1,2,2,1,1,2,3,2,1,1,1,2,1,3,1,2,1,1,1,2,2,5,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,7,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,1,1,1,2,2,1,2,2,44,32,320,1235
2,1,1244,1838,4,1,1,7,3,5,2,2,1,1,2,2,2,1,2,2,1,2,2,2,3,3,3,3,1,2,2,3,1,2,3,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,2,1,54,32,320,5016
2,1,1244,1839,5,1,1,6,3,5,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,3,2,1,1,2,2,1,1,2,1,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,3,3,3,2,2,2,2,2,1,2,1,45,32,320,3762
1,2,2627,1840,1,1,2,3,3,1,2,2,6,1,2,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,3,3,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,1,1,3,3,3,2,2,2,2,2,1,2,2,46,30,321,5213
1,1,2627,1841,2,1,1,3,3,6,2,2,1,1,2,2,1,2,2,2,1,2,1,2,3,2,1,1,1,1,2,3,2,1,2,2,2,1,1,2,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,9,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2,3,2,2,2,2,2,1,2,1,20,30,321,2647
1,3,2627,1842,3,1,3,3,3,2,2,2,1,2,1,1,2,2,2,2,1,2,1,1,2,2,3,1,1,1,1,3,3,1,2,2,1,1,1,1,2,5,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,3,2,2,2,2,2,1,2,1,58,30,321,7942
1,2,2627,1843,4,1,2,3,3,5,2,2,5,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,1,3,3,1,1,1,1,1,1,2,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,7,2,1,2,1,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,26,30,321,5213
2,1,2627,1844,5,1,1,3,3,5,2,2,1,1,2,2,1,2,2,2,2,2,1,1,3,2,3,2,1,1,1,1,3,3,3,3,3,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,3,3,3,2,1,2,2,2,1,2,1,39,30,321,7942
2,1,2102,1845,1,1,1,3,3,5,2,2,1,1,1,2,1,1,2,2,1,2,2,1,3,1,3,1,1,2,2,1,3,1,1,1,3,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,7,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,3,2,1,2,2,2,1,2,1,30,30,322,4238
1,1,2102,1846,2,1,1,8,1,6,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,3,1,1,1,3,3,3,3,2,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,7,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,2,2,2,2,1,2,2,29,30,322,2086
1,1,2102,1847,3,1,1,4,3,4,2,2,7,2,2,1,2,1,1,2,2,2,1,1,1,3,2,3,1,2,2,3,2,1,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2,2,2,1,2,2,67,30,322,4173
1,1,2102,1848,5,1,1,8,2,5,2,2,1,1,2,1,1,1,2,2,1,2,2,1,3,2,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,7,7,1,2,2,1,2,2,1,1,2,2,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,2,2,2,2,1,2,1,36,30,322,4238
2,2,1718,1849,1,1,2,4,2,5,2,2,5,1,2,1,2,1,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,3,3,3,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,6,7,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,3,3,2,2,2,2,1,2,2,50,30,323,3410
2,2,1718,1850,2,1,2,6,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,3,2,1,1,1,2,2,2,2,2,2,1,2,2,2,3,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,7,7,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,3,2,1,1,2,2,1,2,2,32,30,323,3410
2,3,1718,1851,3,1,4,6,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,3,1,1,2,2,1,1,3,1,1,2,2,2,1,2,2,1,3,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,3,7,3,2,1,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,1,2,2,2,1,2,2,27,30,323,6820
1,2,1718,1852,4,1,2,6,3,5,2,2,8,1,2,2,1,2,2,2,1,2,1,1,3,1,3,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,3,3,2,2,2,2,2,1,2,2,34,30,323,3410
1,1,1203,1853,1,1,1,3,3,3,2,2,1,1,2,2,1,2,2,2,2,2,1,2,3,1,2,3,1,1,1,3,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,36,30,324,1193
3,3,1203,1854,2,1,3,6,3,6,2,2,1,1,2,2,1,1,1,1,1,2,1,1,2,2,3,1,1,1,1,1,2,2,1,2,1,1,2,2,2,4,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,4,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,3,2,2,2,2,2,1,2,1,20,30,324,3636
2,1,1203,1855,3,1,1,3,3,2,2,1,8,2,2,2,2,2,2,2,1,2,1,1,2,1,1,3,1,1,2,2,2,1,2,3,3,2,1,2,2,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,1,2,2,2,2,1,2,2,39,30,324,2387
1,1,1203,1856,4,1,1,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,3,1,2,1,1,2,1,1,1,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,3,1,2,2,2,2,1,2,1,51,30,324,1212
1,1,1130,1857,1,1,1,4,2,3,2,2,1,1,2,2,1,1,2,1,2,2,1,1,2,2,2,2,1,1,1,3,3,1,2,3,3,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,7,7,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,3,1,1,2,2,2,1,2,2,51,30,325,1122
2,2,1130,1858,2,1,2,3,3,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,3,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,3,3,2,2,2,2,2,1,2,2,42,30,325,2243
1,2,1130,1859,4,1,2,3,3,1,2,2,5,1,2,2,1,2,2,2,1,2,1,1,1,3,2,1,1,1,2,2,1,2,3,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,7,2,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,3,1,3,2,2,2,2,2,1,2,2,33,30,325,2243
1,1,1130,1860,5,1,1,3,1,5,2,2,5,2,2,2,1,2,2,2,1,2,2,1,2,3,2,2,1,2,1,1,1,3,3,1,3,1,1,1,1,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,7,7,2,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,9,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,3,2,3,1,1,2,2,2,1,2,2,56,30,325,2243
1,3,1815,1861,2,1,2,3,3,6,2,2,5,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,1,3,1,3,1,3,3,1,1,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,3,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,1,3,3,2,2,2,2,1,2,2,18,30,326,3602
1,1,1815,1862,3,1,1,3,3,5,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,2,3,3,3,1,1,1,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,7,7,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,2,2,2,2,1,2,1,21,30,326,3658
2,3,1815,1863,4,1,3,6,3,6,2,2,4,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,3,1,3,2,1,1,1,2,2,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,1,2,2,19,30,326,5403
2,1,1815,1864,5,1,1,3,3,5,2,2,1,1,2,2,1,1,2,2,2,2,2,1,3,2,2,2,1,1,1,2,2,1,2,2,3,2,1,2,2,3,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,7,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,1,2,1,29,30,326,3658
3,1,1587,1865,1,1,1,6,3,5,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,3,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,2,2,41,34,327,4724
1,1,1587,1866,2,1,1,7,3,6,2,2,1,1,1,2,1,2,2,2,1,2,1,1,2,1,1,2,1,1,1,3,2,1,1,1,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,3,1,2,1,2,2,2,2,1,34,34,327,1599
2,4,1587,1867,3,1,2,3,3,6,2,2,1,1,2,2,1,1,2,2,1,2,1,1,2,1,3,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,1,2,2,2,2,2,2,1,24,34,327,3199
3,1,1587,1868,4,1,1,6,3,5,2,2,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,1,1,2,2,2,2,1,38,34,327,3199
2,3,1492,1869,1,1,3,8,3,5,2,2,5,1,2,1,1,2,2,2,1,2,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,25,34,328,5921
1,2,1492,1870,2,1,4,6,3,5,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,3,1,1,2,1,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,1,1,2,2,2,2,1,42,34,328,3007
1,1,1492,1871,3,1,1,5,2,4,2,2,6,1,1,1,1,1,2,1,2,2,1,1,3,1,2,3,1,1,2,1,2,1,2,3,3,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,7,7,2,1,2,1,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,3,1,1,1,2,2,2,2,1,63,34,328,1504
2,1,1492,1872,4,1,1,3,3,5,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,3,1,1,1,1,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,3,3,2,2,1,2,2,2,2,1,32,34,328,3007
2,3,1492,1873,5,1,4,6,3,6,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,3,3,1,1,1,1,3,1,2,1,2,2,2,2,2,5,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,3,1,2,2,1,2,2,1,1,2,1,1,1,1,2,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,1,2,2,2,2,2,2,1,29,34,328,6014
1,1,1587,1874,1,1,1,3,3,3,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,3,2,3,1,1,1,1,1,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,1,1,1,2,2,2,2,1,60,33,329,4800
